Timestamp,Path,Activity,Username,Process Name,Process Command Line,Process ID
Wed Jul 07 2021 01:10:51 GMT-0600 (Mountain Daylight Time),main.js,change,undefined,undefined,undefined
Wed Jul 07 2021 01:10:51 GMT-0600 (Mountain Daylight Time),main.js,change,undefined,undefined,undefined
Wed Jul 07 2021 01:11:04 GMT-0600 (Mountain Daylight Time),helpers/csv.js,change,austin,Code Helper (Renderer),17169
Wed Jul 07 2021 01:11:04 GMT-0600 (Mountain Daylight Time),helpers/csv.js,change,austin,Code Helper (Renderer),17169
